date,geography,geography code,Year of arrival in the UK: Total: All usual residents; measures: Value,Year of arrival in the UK: Born in the UK; measures: Value,Year of arrival in the UK: Arrived before 1951; measures: Value,Year of arrival in the UK: Arrived 1951 to 1960; measures: Value,Year of arrival in the UK: Arrived 1961 to 1970; measures: Value,Year of arrival in the UK: Arrived 1971 to 1980; measures: Value,Year of arrival in the UK: Arrived 1981 to 1990; measures: Value,Year of arrival in the UK: Arrived 1991 to 2000; measures: Value,Year of arrival in the UK: Arrived 2001 to 2010; measures: Value,Year of arrival in the UK: Arrived 2011 to 2013; measures: Value,Year of arrival in the UK: Arrived 2014 to 2016; measures: Value,Year of arrival in the UK: Arrived 2017 to 2019; measures: Value,Year of arrival in the UK: Arrived 2020 to 2021; measures: Value
2021,Bury 016E,E01005009,1764,1518,1,3,10,8,10,17,65,19,54,43,16
2021,Bury 017A,E01004945,1534,1436,3,9,14,10,3,15,27,0,11,5,1
2021,Bury 017B,E01005055,1449,1314,4,10,18,14,8,22,28,3,14,12,2
2021,Bury 017C,E01005056,1270,1158,2,18,15,9,8,6,15,7,15,15,2
2021,Bury 017D,E01005057,1616,1544,1,4,16,11,3,3,22,6,0,4,2
2021,Bury 017E,E01005058,1345,1217,3,5,22,20,12,15,20,6,14,8,3
2021,Bury 018A,E01004995,1502,1440,1,2,11,7,4,11,12,3,4,3,4
2021,Bury 018B,E01005010,1605,1491,1,11,10,8,2,13,36,6,2,11,14
2021,Bury 018C,E01005012,1757,1584,0,8,7,8,8,24,39,15,31,23,10
2021,Bury 018D,E01005013,2622,2294,2,5,16,19,14,38,89,53,32,44,16
2021,Bury 019A,E01004984,1393,1253,6,5,16,7,18,15,29,8,14,17,5
2021,Bury 019B,E01004985,1462,1274,5,12,32,37,13,26,20,9,18,13,3
2021,Bury 019C,E01004989,1421,1273,2,10,11,20,20,14,31,5,15,19,1
2021,Bury 019D,E01005007,1510,1383,3,9,11,7,10,14,30,4,26,9,4
2021,Bury 019E,E01005011,1431,1349,0,3,5,6,5,9,28,6,8,9,3
2021,Bury 020A,E01004983,1352,1067,3,3,12,23,17,23,94,22,43,35,10
2021,Bury 020B,E01004986,1626,1405,1,9,12,12,15,16,62,22,37,30,5
2021,Bury 020C,E01004987,1308,1171,0,8,8,4,7,7,43,7,27,19,7
2021,Bury 020D,E01004988,1390,1244,2,7,3,4,9,22,44,12,14,21,8
2021,Bury 021A,E01004941,1867,1633,1,10,12,9,7,18,71,28,37,34,7
2021,Bury 021B,E01004942,1703,1364,1,7,9,4,9,7,155,34,60,44,9
2021,Bury 021C,E01004943,1838,1509,2,6,14,6,9,27,124,38,55,37,11
2021,Bury 021D,E01004944,1522,1338,0,10,11,20,14,20,54,16,15,19,5
2021,Bury 021E,E01004946,1677,1529,3,11,5,7,3,9,50,14,14,26,6
2021,Bury 022A,E01004969,1508,1314,0,7,10,12,9,8,58,8,22,33,27
2021,Bury 022B,E01004970,1626,1402,1,9,16,13,12,31,75,22,13,27,5
2021,Bury 022C,E01004971,1478,1296,3,5,12,21,19,27,52,12,14,11,6
2021,Bury 022D,E01005034,1788,1623,1,13,14,16,7,28,37,17,21,9,2
2021,Bury 023A,E01004972,1494,1258,0,7,5,9,8,30,97,28,26,20,6
2021,Bury 023B,E01004973,1543,1367,2,5,11,13,10,20,60,10,11,22,12
2021,Bury 023C,E01004975,1498,1338,2,1,17,8,9,20,36,12,25,25,5
2021,Bury 023D,E01005039,1577,1386,6,5,17,6,10,15,58,8,39,22,5
2021,Bury 023E,E01005045,1619,1423,6,8,15,19,7,19,57,14,20,26,5
2021,Bury 024A,E01004974,1412,1261,5,7,15,11,6,15,44,6,28,10,4
2021,Bury 024B,E01005033,1675,1362,3,8,19,12,16,18,118,30,37,42,10
2021,Bury 024C,E01005036,1984,1649,3,15,23,19,9,31,83,38,44,57,13
2021,Bury 024D,E01005037,1493,1304,1,11,7,11,13,28,54,14,17,21,12
2021,Bury 025A,E01005031,1531,1299,0,4,6,9,13,17,95,24,17,35,12
2021,Bury 025B,E01005032,1343,1096,1,4,3,8,4,18,100,29,40,35,5
2021,Bury 025C,E01005035,1454,1350,2,6,15,9,13,11,20,6,11,7,4
2021,Bury 025D,E01005038,1359,1167,3,15,23,17,20,20,46,22,11,9,6
2021,Bury 026A,E01005040,1844,1433,3,10,31,37,36,45,107,31,32,70,9
2021,Bury 026B,E01005041,1856,1442,2,19,27,28,41,59,94,32,27,64,21
2021,Bury 026C,E01005042,1952,1618,2,7,14,20,29,43,96,28,44,36,15
2021,Bury 026D,E01005043,1949,1594,3,8,36,24,31,42,94,33,37,40,7
2021,Bury 026E,E01005044,1967,1513,0,5,26,8,32,50,131,28,54,95,25
2021,Manchester 001A,E01005098,1633,1323,2,11,11,12,14,26,105,39,48,37,5
2021,Manchester 001B,E01005099,1939,1400,1,8,8,7,17,47,225,66,115,29,16
2021,Manchester 001C,E01005100,1658,1364,4,5,12,8,8,28,109,35,35,35,15
2021,Manchester 001D,E01005102,1369,1192,2,5,11,6,5,8,49,18,28,36,9
2021,Manchester 001E,E01005103,1835,1509,3,16,13,4,6,21,118,27,67,41,10
2021,Manchester 002A,E01005101,1868,1494,1,5,12,9,17,44,141,40,59,35,11
2021,Manchester 002B,E01005135,1866,1297,1,2,3,13,11,38,307,46,83,55,10
2021,Manchester 002C,E01005136,1509,1262,0,5,9,6,5,30,76,34,42,32,8
2021,Manchester 002D,E01005138,2480,1731,1,2,9,25,17,61,297,117,134,65,21
2021,Manchester 002F,E01034107,1411,1007,0,0,7,6,8,22,128,40,56,102,35
2021,Manchester 002G,E01034108,2075,1407,0,8,11,13,30,44,246,70,100,113,33
2021,Manchester 003B,E01005139,1965,1556,1,2,14,12,13,49,169,33,43,47,26
2021,Manchester 003C,E01005141,1974,1496,0,4,6,11,6,22,208,74,92,42,13
2021,Manchester 003D,E01005251,1682,1330,1,7,4,7,8,29,118,61,50,43,24
2021,Manchester 003E,E01005252,1929,1558,2,11,6,14,11,21,143,36,69,40,18
2021,Manchester 003F,E01033685,1584,1110,1,2,9,18,16,29,176,33,66,107,17
2021,Manchester 003G,E01033687,1342,1042,1,3,11,7,13,22,89,35,45,49,25
2021,Manchester 004A,E01005104,1975,1266,0,6,7,11,16,48,270,75,131,111,34
2021,Manchester 004B,E01005160,1974,1363,2,9,35,33,34,71,150,55,76,99,47
2021,Manchester 004C,E01005161,1813,1227,1,8,24,20,20,39,145,40,130,87,72
2021,Manchester 004D,E01005162,1896,1277,3,9,32,37,42,57,155,57,91,105,31
2021,Manchester 004E,E01005163,1785,1197,3,4,33,32,42,66,146,58,86,100,18
2021,Manchester 005A,E01005247,1419,1332,1,3,4,5,5,10,26,1,7,19,6
2021,Manchester 005B,E01005248,1329,1148,2,8,25,19,20,13,60,7,10,17,0
2021,Manchester 005C,E01005249,2203,1788,4,11,15,13,15,50,157,28,55,48,19
2021,Manchester 005D,E01005250,2233,1659,1,7,9,8,8,27,214,68,133,74,25
2021,Manchester 005E,E01005253,1699,1350,1,9,5,8,8,12,105,30,117,37,17
2021,Manchester 005F,E01005254,1609,1477,3,5,8,5,4,3,31,13,19,40,1
2021,Manchester 006A,E01005164,2346,1305,1,6,14,19,19,78,325,108,158,229,84
2021,Manchester 006B,E01005205,2193,1416,0,7,13,12,7,36,298,54,162,149,39
2021,Manchester 006C,E01005206,1874,1237,0,9,13,20,16,31,189,67,139,115,38
2021,Manchester 006D,E01005207,2021,1082,2,3,8,14,13,30,192,106,206,285,80
2021,Manchester 007A,E01005223,1618,1013,1,11,9,10,8,23,242,64,95,101,41
2021,Manchester 007B,E01005224,2118,1091,0,1,12,8,19,57,326,128,172,226,78
2021,Manchester 007C,E01005225,2093,1484,3,13,11,4,9,18,166,57,156,143,29
2021,Manchester 007D,E01005226,1938,1071,0,6,6,7,5,28,224,67,173,273,78
2021,Manchester 007E,E01005229,1502,1373,0,6,6,6,6,7,37,10,25,22,4
2021,Manchester 008A,E01005145,3003,1249,2,17,68,76,78,138,400,210,340,293,132
2021,Manchester 008C,E01005149,2184,1014,1,9,66,66,79,104,185,130,198,218,114
2021,Manchester 008D,E01005165,2348,1255,1,10,41,45,39,71,257,86,165,285,93
2021,Manchester 008E,E01005166,2141,1092,5,10,36,63,52,113,263,72,165,189,81
2021,Manchester 008F,E01005167,2314,1164,0,8,41,45,51,123,298,117,179,203,85
2021,Manchester 008G,E01034109,1528,695,2,12,39,30,34,66,200,75,143,165,67
2021,Manchester 008H,E01034110,1496,771,0,4,9,23,26,64,237,75,126,117,44
2021,Manchester 009A,E01005202,2383,1449,0,15,10,11,11,27,242,99,263,161,95
2021,Manchester 009B,E01005203,2023,1351,1,4,15,7,21,55,259,99,112,75,24
2021,Manchester 009D,E01005227,2078,1235,0,4,8,6,4,36,191,129,138,246,81
2021,Manchester 009E,E01005228,2246,1425,0,1,7,8,13,47,375,119,130,93,28
2021,Manchester 009F,E01033678,1775,1044,0,5,13,4,7,54,306,103,94,112,33
2021,Manchester 009G,E01033679,1398,899,1,3,12,4,9,47,215,32,53,96,27
2021,Manchester 011A,E01005256,2639,1787,2,14,11,16,13,52,334,108,129,133,40
2021,Manchester 011B,E01005257,2011,1463,0,5,10,4,8,34,205,65,94,84,39
2021,Manchester 011C,E01005258,1798,1444,3,8,12,6,7,22,114,71,57,40,14
2021,Manchester 011D,E01005259,1775,1313,1,7,3,3,3,12,113,45,116,122,37
2021,Manchester 011E,E01005260,1468,1348,0,0,4,6,5,16,46,6,14,23,0
2021,Manchester 012A,E01005093,1840,1276,0,10,8,9,8,50,193,72,119,78,17
2021,Manchester 012B,E01005094,1693,1093,2,7,11,3,2,29,178,79,125,126,38
2021,Manchester 012C,E01005097,1951,1306,0,6,3,5,10,55,273,92,124,68,9
2021,Manchester 012D,E01005255,1665,1208,0,4,5,5,6,34,182,52,85,41,43
2021,Manchester 012E,E01005261,1785,1329,2,6,4,3,4,32,209,76,86,21,13
2021,Manchester 015A,E01005092,1946,1244,3,6,10,6,11,34,251,71,149,128,33
2021,Manchester 015C,E01005105,2955,1488,0,4,19,32,36,109,463,113,229,304,158
2021,Manchester 015D,E01005106,2334,1380,2,9,10,6,10,47,282,100,178,222,88
2021,Manchester 015E,E01005107,2035,1331,1,6,12,6,13,60,356,58,92,84,16
2021,Manchester 015F,E01033668,1155,737,1,3,2,1,12,20,139,45,69,65,61
2021,Manchester 015G,E01033669,1427,1050,0,2,10,6,11,21,149,35,52,78,13
2021,Manchester 017D,E01005189,1688,1161,1,5,16,10,9,27,188,49,88,99,35
2021,Manchester 017E,E01005190,2449,1566,1,3,9,7,9,35,278,111,152,175,103
2021,Manchester 017G,E01034111,1573,1037,0,2,10,8,13,31,215,70,115,51,21
2021,Manchester 017H,E01034112,1852,1122,0,7,15,12,12,48,254,66,116,153,47
2021,Manchester 017I,E01034113,1487,909,0,5,12,2,15,55,207,76,70,91,45
2021,Manchester 017J,E01034114,1917,1289,0,1,12,14,11,36,197,98,93,106,60
2021,Manchester 018A,E01005061,1792,1075,1,11,24,24,31,110,291,78,55,61,31
2021,Manchester 018C,E01005063,2118,1145,1,20,31,25,45,144,299,78,100,148,82
2021,Manchester 018D,E01005065,2178,1173,0,12,27,15,32,124,274,49,125,218,129
2021,Manchester 018E,E01005066,1052,522,1,4,14,8,23,65,152,38,83,71,71
2021,Manchester 018F,E01034115,1895,811,1,9,10,9,10,64,159,43,91,304,384
2021,Manchester 018G,E01034116,1110,477,0,7,10,4,13,49,171,38,74,154,113
2021,Manchester 019A,E01005208,2808,1776,0,17,29,6,17,89,269,61,159,200,185
2021,Manchester 019C,E01005210,2647,1798,0,9,12,6,17,48,210,51,59,144,293
2021,Manchester 019D,E01005214,2389,1448,1,4,17,9,21,58,220,76,135,242,158
2021,Manchester 019E,E01034117,2201,1003,0,2,9,2,5,40,119,42,56,263,660
2021,Manchester 019F,E01034118,1028,571,4,12,19,15,18,78,157,19,52,47,36
2021,Manchester 020A,E01005067,2075,1119,4,7,12,3,9,54,330,126,153,186,72
2021,Manchester 020B,E01005186,2896,1746,2,10,18,26,30,102,447,133,149,157,76
2021,Manchester 020C,E01005232,1928,1035,3,13,44,38,37,102,248,82,109,178,39
2021,Manchester 020D,E01005235,2079,1137,0,19,20,19,33,103,278,67,191,161,51
2021,Manchester 020E,E01005239,1805,984,3,9,37,33,49,118,334,70,69,74,25
2021,Manchester 021A,E01005187,2246,1329,2,3,6,5,6,40,233,130,204,230,58
2021,Manchester 021B,E01005188,1920,1386,0,8,16,1,16,33,165,79,62,77,77
2021,Manchester 021C,E01005191,1861,1173,1,8,23,10,7,24,159,70,145,214,27
2021,Manchester 021D,E01005192,1733,1239,0,6,9,10,12,21,134,45,75,127,55
2021,Manchester 021E,E01005193,1772,1258,2,5,15,6,10,41,135,50,105,78,67
2021,Manchester 022B,E01005230,2097,1048,2,11,27,33,42,83,219,75,163,233,161
2021,Manchester 022C,E01005231,2501,1384,3,8,12,11,6,31,185,61,122,356,322
2021,Manchester 022D,E01005236,2265,1078,2,8,34,36,38,116,237,107,220,257,132
2021,Manchester 022E,E01005237,2037,999,0,18,57,66,93,138,210,78,126,205,47
2021,Manchester 022H,E01034119,2666,1559,4,18,28,15,38,76,262,49,148,264,205
2021,Manchester 023A,E01005195,2449,1583,3,14,23,12,15,57,311,90,210,105,26
2021,Manchester 023C,E01005197,1729,1119,1,13,17,8,15,41,168,58,128,117,44
2021,Manchester 023D,E01005198,2048,1193,1,13,27,12,39,73,368,88,82,113,39
2021,Manchester 023E,E01005201,2129,1051,0,10,26,9,14,40,302,104,196,283,94
2021,Manchester 023F,E01034120,1777,1173,2,3,7,10,13,59,273,68,83,59,27
2021,Manchester 023G,E01034121,1422,764,0,3,3,6,8,49,306,75,88,95,25
2021,Manchester 024B,E01005243,2912,1589,1,31,90,24,38,212,410,84,121,233,79
2021,Manchester 024C,E01005245,2806,1427,4,39,60,19,49,222,540,110,124,135,77
2021,Manchester 024D,E01005246,2542,1335,4,19,37,12,32,201,430,131,144,134,63
2021,Manchester 024E,E01034122,1867,934,0,8,19,15,13,130,225,107,175,173,68
2021,Manchester 024F,E01034123,1764,936,1,21,44,13,18,134,249,68,125,110,45
2021,Manchester 025C,E01005244,2995,1662,2,23,36,22,33,122,268,74,165,287,301
2021,Manchester 025D,E01005285,1538,757,0,16,28,15,37,102,193,75,115,136,64
2021,Manchester 025E,E01005288,1824,975,2,8,16,15,32,82,181,67,129,177,140
2021,Manchester 025F,E01034124,1566,813,0,7,18,9,20,92,229,74,80,135,89
2021,Manchester 025G,E01034125,1556,700,1,7,13,5,25,61,177,93,137,228,109
2021,Manchester 025H,E01034126,1655,869,0,4,6,11,15,56,301,79,76,163,75
2021,Manchester 025I,E01034127,1358,852,1,7,10,10,6,28,98,45,92,135,74
2021,Manchester 026A,E01005280,2179,1200,4,9,54,56,85,132,293,55,99,89,103
2021,Manchester 026B,E01005281,2573,1889,2,3,22,8,14,29,127,37,52,135,255
2021,Manchester 026C,E01005284,2599,1109,1,6,24,30,20,49,170,69,164,371,586
2021,Manchester 026D,E01005286,2299,1396,1,8,20,18,31,74,158,65,139,207,182
2021,Manchester 026E,E01005287,2346,1340,2,16,54,62,82,144,257,99,86,134,70
2021,Manchester 028A,E01005297,2433,1636,7,24,49,64,49,132,194,80,70,94,34
2021,Manchester 028B,E01005298,1815,1212,0,10,64,30,36,94,114,73,59,86,37
2021,Manchester 028C,E01005302,2106,1434,3,28,31,22,23,44,133,37,165,134,52
2021,Manchester 028E,E01033680,1262,767,0,9,25,10,16,37,126,34,76,131,31
2021,Manchester 028F,E01033686,1318,899,0,12,41,22,19,39,103,29,51,76,27
2021,Manchester 029A,E01005150,1698,1408,5,8,14,14,18,25,58,24,44,54,26
2021,Manchester 029B,E01005151,1478,1219,4,7,27,16,23,33,47,18,15,42,27
2021,Manchester 029C,E01005152,1439,1261,4,8,21,24,21,20,26,9,12,20,13
2021,Manchester 029D,E01005159,1609,1379,3,15,28,24,12,24,47,17,25,26,9
2021,Manchester 029E,E01005296,1565,1181,7,22,69,40,38,40,73,23,27,26,19
2021,Manchester 029F,E01005299,1577,1086,3,22,76,55,64,55,75,18,29,75,19
2021,Manchester 030A,E01005178,2011,1306,3,15,22,19,36,76,267,55,65,96,51
2021,Manchester 030B,E01005179,2230,1483,5,23,73,37,51,65,150,52,110,135,46
2021,Manchester 030C,E01005180,1922,1341,3,21,29,11,24,61,212,53,68,68,31
2021,Manchester 030D,E01005181,2225,1501,2,33,97,98,43,74,162,47,67,77,24
2021,Manchester 030E,E01005182,1618,1047,3,18,36,26,20,107,179,44,61,45,32
2021,Manchester 030F,E01005183,1794,1231,3,22,30,29,27,73,232,37,71,33,6
2021,Manchester 031A,E01005219,2274,1380,1,10,30,38,75,74,177,51,146,181,111
2021,Manchester 031B,E01005220,2138,1329,1,10,18,15,27,53,183,139,153,151,59
2021,Manchester 031C,E01005221,2556,1448,0,8,38,37,28,90,297,105,190,218,97
2021,Manchester 031D,E01005222,2161,1443,2,12,18,26,23,55,153,82,143,132,72
2021,Manchester 032A,E01005184,2295,1549,0,10,21,24,23,60,180,53,118,179,78
2021,Manchester 032B,E01005185,3262,2761,0,4,2,6,4,20,137,38,37,106,147
2021,Manchester 032C,E01005271,1985,1537,4,1,7,16,10,31,88,44,64,120,63
2021,Manchester 032F,E01034128,3734,2733,0,18,55,54,58,106,252,55,122,118,163
2021,Manchester 033A,E01005154,1428,1220,5,3,27,5,23,25,33,14,23,34,16
2021,Manchester 033B,E01005156,1476,1302,1,9,13,16,14,18,30,22,16,31,4
2021,Manchester 033C,E01005158,1495,1217,2,18,33,20,12,32,64,16,39,25,17
2021,Manchester 033D,E01005300,1544,1051,2,10,63,67,57,58,78,33,36,65,24
2021,Manchester 033E,E01005301,1481,1178,3,14,42,40,33,35,45,27,22,21,21
2021,Manchester 034A,E01005118,1473,1063,2,12,38,37,32,54,88,41,39,55,12
2021,Manchester 034B,E01005120,1903,1328,5,16,41,27,34,68,194,45,47,69,29
2021,Manchester 034C,E01005215,2043,1332,2,17,45,37,23,81,160,50,113,137,46
2021,Manchester 034D,E01005216,1529,1146,5,15,33,28,36,44,68,20,54,66,14
2021,Manchester 034E,E01005217,2051,1462,1,23,49,33,43,74,126,42,57,92,49
2021,Manchester 034F,E01005218,1689,1213,5,18,47,30,35,75,96,49,53,33,35
2021,Manchester 035A,E01005270,1767,1319,0,11,19,17,22,63,157,35,46,50,28
2021,Manchester 035B,E01005272,1975,1454,3,31,31,16,31,94,162,42,44,52,15
2021,Manchester 035C,E01005273,1667,1382,0,6,9,17,20,38,52,21,45,52,25
2021,Manchester 035D,E01005278,1857,1285,4,9,42,47,33,49,140,60,75,77,36
2021,Manchester 035E,E01005279,2201,1506,1,15,50,45,29,87,250,46,66,81,25
2021,Manchester 036A,E01005305,1708,1270,1,14,31,36,34,43,108,27,56,61,27
2021,Manchester 036B,E01005309,2227,1693,0,11,19,16,11,39,106,49,69,135,79
2021,Manchester 036C,E01005310,1988,1587,4,8,12,8,20,30,123,29,50,82,35
2021,Manchester 036D,E01005311,1826,1370,2,13,35,28,26,40,138,40,41,62,31
2021,Manchester 036E,E01005312,1985,1634,5,10,25,9,8,24,91,24,37,85,33
2021,Manchester 037A,E01005082,1799,1451,1,10,19,17,13,39,79,50,59,54,7
2021,Manchester 037B,E01005153,1545,1350,1,6,18,13,14,24,45,17,7,40,10
2021,Manchester 037C,E01005155,1432,1277,4,8,6,4,15,16,40,17,12,19,14
2021,Manchester 037D,E01005157,1528,1428,5,3,20,9,6,13,18,4,10,10,2
2021,Manchester 038A,E01005274,1748,1368,3,10,11,13,15,54,114,27,38,72,23
2021,Manchester 038B,E01005275,1779,1402,2,8,15,10,16,33,73,24,88,67,41
2021,Manchester 038C,E01005276,1464,1203,2,5,12,11,19,19,53,18,40,57,25
2021,Manchester 038D,E01005277,1678,1349,2,6,17,16,18,30,74,37,34,73,22
2021,Manchester 039A,E01005076,1345,1136,0,0,8,12,6,14,34,25,40,48,22
2021,Manchester 039C,E01005081,1823,1328,2,9,28,14,12,52,205,65,22,72,14
2021,Manchester 039D,E01005083,1836,1442,0,4,15,18,9,47,80,43,52,90,36
2021,Manchester 039E,E01033670,1446,1161,0,5,5,10,7,30,74,22,43,40,49
2021,Manchester 039F,E01033671,1786,1490,4,4,16,15,19,32,61,20,54,46,25
2021,Manchester 040A,E01005125,1574,1249,0,9,19,14,17,44,87,23,56,41,15
2021,Manchester 040B,E01005304,1962,1569,0,8,9,19,14,44,118,30,41,65,45
2021,Manchester 040C,E01005306,1579,1307,1,6,29,28,20,31,65,13,20,42,17
2021,Manchester 040D,E01005307,1803,1453,4,15,22,29,12,38,98,20,36,47,29
2021,Manchester 040E,E01005308,1686,1264,2,12,22,18,24,46,121,27,45,79,26
2021,Manchester 041A,E01005119,1734,1311,4,14,27,18,21,42,140,44,69,27,17
2021,Manchester 041B,E01005121,1691,1192,1,17,26,19,56,69,147,32,57,58,17
2021,Manchester 041C,E01005122,1909,1388,1,18,26,13,29,56,163,46,65,77,27
2021,Manchester 041D,E01005123,1774,1311,4,7,21,12,18,65,190,39,54,38,15
2021,Manchester 041E,E01005124,1862,1415,0,7,19,14,32,52,146,36,69,45,27
2021,Manchester 042A,E01005077,1677,1265,0,8,17,15,18,49,178,45,47,18,17
2021,Manchester 042B,E01005078,1550,1099,10,6,14,15,9,38,74,44,56,96,89
2021,Manchester 042C,E01005079,1646,1317,2,7,15,24,21,37,84,17,33,67,22
2021,Manchester 042D,E01005084,2007,1613,2,20,24,18,17,53,126,24,42,45,23
2021,Manchester 043A,E01005172,1531,1250,2,11,25,29,21,28,41,30,37,35,22
2021,Manchester 043B,E01005173,1620,1327,5,10,23,24,16,37,52,12,47,48,19
2021,Manchester 043C,E01005174,1558,1318,1,11,22,20,25,35,27,22,26,37,14
2021,Manchester 043D,E01005175,1590,1316,2,11,19,17,21,28,61,24,38,43,10
2021,Manchester 043E,E01005176,1682,1384,4,8,8,18,13,27,54,30,45,56,35
2021,Manchester 043F,E01005177,1298,1078,5,12,18,18,13,30,30,18,27,30,19
2021,Manchester 044A,E01005115,1897,1571,0,4,12,15,10,24,135,34,51,33,8
2021,Manchester 044B,E01005262,1786,1420,2,14,15,7,12,43,139,41,41,37,15
2021,Manchester 044C,E01005264,1651,1380,2,4,6,4,5,21,108,34,32,44,11
2021,Manchester 044D,E01005265,1738,1444,0,8,15,5,18,30,99,23,41,42,13
2021,Manchester 044E,E01005266,2054,1759,0,4,4,6,14,24,130,23,34,38,18
2021,Manchester 045A,E01005126,2004,1519,3,15,43,40,26,63,121,34,46,47,47
2021,Manchester 045B,E01005168,1403,1234,2,13,27,17,17,25,24,7,8,23,6
2021,Manchester 045C,E01005169,1371,1125,3,4,18,23,20,36,45,20,22,36,19
2021,Manchester 045D,E01005170,1520,1179,0,10,22,34,26,46,93,19,45,29,17
2021,Manchester 045E,E01005171,1746,1289,1,12,25,48,34,48,111,45,56,53,24
2021,Manchester 046A,E01005263,1734,1489,2,3,8,7,15,25,80,22,36,27,20
2021,Manchester 046B,E01005267,1525,1347,3,10,19,15,5,30,41,10,18,19,8
2021,Manchester 046C,E01005268,2187,1823,2,7,21,11,22,27,69,48,54,64,39
2021,Manchester 046D,E01005269,1531,1265,7,17,27,17,11,37,59,22,25,25,19
2021,Manchester 047A,E01005069,1422,1271,0,0,4,13,5,15,50,10,17,17,20
2021,Manchester 047B,E01005111,1461,1314,0,2,17,8,5,10,41,11,24,26,3
2021,Manchester 047C,E01005113,1672,1464,3,2,7,3,8,16,72,16,35,36,10
2021,Manchester 047D,E01005114,1746,1431,5,16,28,24,27,20,107,19,18,25,26
2021,Manchester 047E,E01005116,2091,1705,0,6,15,10,16,40,126,32,47,74,20
2021,Manchester 048A,E01005071,1731,1445,1,10,4,9,6,21,102,27,55,34,17
2021,Manchester 048B,E01005072,1781,1406,2,6,2,5,9,26,117,33,40,72,63
2021,Manchester 048C,E01005073,1537,1303,1,6,8,12,24,29,80,15,30,19,10
2021,Manchester 048D,E01005112,1723,1439,2,6,15,5,10,24,106,37,29,30,20
2021,Manchester 048E,E01005117,2455,1892,0,11,6,6,17,45,224,59,75,85,35
2021,Manchester 049A,E01005085,1673,1342,0,1,4,5,5,13,135,34,51,60,23
2021,Manchester 049B,E01005086,1907,1532,3,9,9,11,6,20,137,43,85,40,12
2021,Manchester 049C,E01005089,1970,1564,1,6,7,0,6,36,175,25,51,72,27
2021,Manchester 049D,E01005289,1701,1478,1,10,17,5,2,11,68,25,28,37,19
2021,Manchester 049E,E01005295,2639,2019,0,0,17,19,19,36,200,50,109,120,50
2021,Manchester 050A,E01005087,2304,1799,1,6,5,8,8,18,219,63,87,54,36
2021,Manchester 050B,E01005088,1934,1605,1,7,5,6,3,23,145,40,39,39,21
2021,Manchester 050C,E01005090,1889,1573,0,10,6,9,12,27,137,53,33,22,7
2021,Manchester 050D,E01005091,2380,1642,2,9,8,6,4,33,193,58,115,239,71
2021,Manchester 050E,E01005291,1482,1231,4,5,9,2,6,10,83,25,43,55,9
2021,Manchester 051A,E01005068,1690,1427,2,11,7,7,3,19,114,28,48,16,8
2021,Manchester 051B,E01005070,1848,1465,1,12,5,3,3,31,89,31,57,85,66
2021,Manchester 051C,E01005074,1625,1355,0,5,12,8,7,17,114,38,50,14,5
2021,Manchester 051D,E01005075,1551,1314,0,8,9,8,5,12,97,29,34,23,12
2021,Manchester 051E,E01005319,2324,1817,2,6,6,3,9,20,182,57,83,98,41
2021,Manchester 052A,E01005290,1687,1454,0,5,3,6,6,13,54,48,55,25,18
2021,Manchester 052B,E01005292,1525,1308,1,3,3,3,5,16,87,27,25,35,12
2021,Manchester 052C,E01005293,1175,1050,0,3,6,4,6,13,32,6,16,30,9
2021,Manchester 052D,E01005294,1617,1396,4,9,23,15,10,20,68,11,27,28,6
2021,Manchester 052E,E01005317,2023,1714,4,6,5,10,10,24,115,27,28,53,27
2021,Manchester 053A,E01005313,1516,1301,0,7,5,2,2,5,87,28,49,19,11
2021,Manchester 053B,E01005314,1697,1485,3,7,7,6,6,15,89,20,30,26,3
2021,Manchester 053C,E01005315,1723,1431,5,3,16,8,6,28,117,36,36,24,13
2021,Manchester 053D,E01005316,1640,1130,0,5,10,8,5,28,186,77,73,92,26
2021,Manchester 053E,E01005318,1989,1623,5,12,3,4,8,21,107,41,74,74,17
2021,Manchester 054A,E01005130,1443,992,4,6,11,15,9,34,151,34,66,74,47
2021,Manchester 054B,E01033651,1693,1121,1,0,2,1,8,26,83,52,109,187,103
2021,Manchester 054C,E01033658,1393,837,1,0,4,2,11,21,83,46,83,158,147
2021,Manchester 054D,E01033664,1858,1183,0,0,0,5,6,24,89,75,116,191,169
2021,Manchester 054E,E01033667,1492,1009,0,0,5,4,3,29,66,40,64,138,134
2021,Manchester 055A,E01005128,2026,734,0,1,1,5,4,17,55,31,87,437,654
2021,Manchester 055B,E01033653,1853,976,3,11,61,58,16,53,101,50,93,192,239
2021,Manchester 055C,E01033654,1788,938,0,0,3,4,5,19,59,50,123,249,338
2021,Manchester 055E,E01033661,1988,1602,3,6,6,8,13,41,66,50,57,93,43
2021,Manchester 055F,E01034129,1081,802,0,1,2,0,4,24,41,21,68,69,49
2021,Manchester 055G,E01034130,1393,936,0,3,6,1,6,34,49,29,110,147,72
2021,Manchester 056A,E01005143,3006,1398,0,17,64,77,104,157,367,198,244,267,113
2021,Manchester 056B,E01033655,1267,821,0,0,1,1,6,34,69,38,84,155,58
2021,Manchester 056C,E01033665,1522,989,0,1,2,6,6,30,110,47,101,143,87
2021,Manchester 056D,E01033676,2003,1217,0,5,20,7,41,97,298,58,105,106,49
2021,Manchester 057A,E01005212,3128,2259,0,6,15,9,23,82,209,56,86,210,173
