date,geography,geography code,Age of arrival in the UK: Total: All usual residents; measures: Value,Age of arrival in the UK: Born in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value
2021,Sandwell 007D,E01010036,2000,1704,296,43,29,1,25,6,8,20,38,35,77,13,1,0,0,0,0
2021,Sandwell 009A,E01009982,1593,1366,227,14,7,15,26,11,11,14,34,32,49,13,0,1,0,0,0
2021,Sandwell 009B,E01009983,1592,1472,120,17,2,1,11,2,2,11,28,12,23,6,2,3,0,0,0
2021,Sandwell 009C,E01010029,1650,1453,197,18,8,7,10,4,9,12,50,34,32,12,0,1,0,0,0
2021,Sandwell 009D,E01010037,1333,1185,148,16,8,2,16,1,9,10,22,27,31,5,0,1,0,0,0
2021,Sandwell 010A,E01009991,2359,1711,648,36,23,26,54,9,32,52,134,100,127,41,4,9,1,0,0
2021,Sandwell 010B,E01009994,1771,1396,375,32,18,10,39,6,11,20,67,69,63,25,3,4,8,0,0
2021,Sandwell 010C,E01009995,1623,1423,200,14,11,8,21,0,8,18,41,34,36,3,3,3,0,0,0
2021,Sandwell 010D,E01009996,1638,1368,270,35,9,11,15,3,4,11,45,48,63,17,2,5,2,0,0
2021,Sandwell 010E,E01009997,1804,1401,403,30,19,16,32,8,9,23,68,52,122,13,2,9,0,0,0
2021,Sandwell 010F,E01009998,2175,1623,552,76,26,18,41,7,19,35,85,82,115,25,9,13,0,1,0
2021,Sandwell 011A,E01010008,1649,1289,360,41,16,11,44,9,25,24,69,53,54,9,3,2,0,0,0
2021,Sandwell 011B,E01010010,1484,1079,405,37,20,16,40,11,26,25,75,56,74,15,2,3,5,0,0
2021,Sandwell 011C,E01010011,1756,1376,380,34,15,13,67,19,11,20,60,35,82,11,3,2,8,0,0
2021,Sandwell 011D,E01010012,1436,1241,195,24,11,5,18,4,11,13,39,38,24,7,1,0,0,0,0
2021,Sandwell 012A,E01010007,1374,962,412,53,24,10,40,5,18,28,92,68,57,9,4,2,2,0,0
2021,Sandwell 012B,E01010009,1450,1134,316,28,16,18,26,7,24,20,54,37,64,17,3,2,0,0,0
2021,Sandwell 012C,E01010013,1339,1060,279,29,13,8,43,3,16,20,55,36,48,7,1,0,0,0,0
2021,Sandwell 012D,E01010014,1653,1363,290,21,26,15,26,4,21,17,68,45,36,10,1,0,0,0,0
2021,Sandwell 013A,E01010093,1616,1082,534,40,20,14,29,5,33,36,96,82,143,32,1,3,0,0,0
2021,Sandwell 013B,E01010094,1677,1052,625,47,34,25,49,11,35,55,136,68,116,26,8,8,5,0,2
2021,Sandwell 013C,E01010095,2094,1475,619,49,20,22,55,8,12,46,126,107,131,37,1,2,1,2,0
2021,Sandwell 013D,E01010098,1884,1560,324,24,15,14,20,4,14,20,62,39,73,28,2,5,4,0,0
2021,Sandwell 013E,E01010099,1823,1448,375,31,16,20,35,7,12,16,66,54,80,23,6,9,0,0,0
2021,Sandwell 013F,E01010100,2030,1294,736,47,33,17,75,12,28,65,145,120,138,37,5,12,1,0,1
2021,Sandwell 014A,E01009978,1854,1673,181,17,10,5,14,5,12,9,29,32,35,10,2,0,1,0,0
2021,Sandwell 014B,E01010031,1545,1395,150,19,6,3,9,1,7,9,30,28,28,9,0,1,0,0,0
2021,Sandwell 014C,E01010032,1657,1386,271,52,16,7,12,0,16,9,55,40,54,9,1,0,0,0,0
2021,Sandwell 014D,E01010033,1652,1451,201,14,10,5,14,3,10,11,37,32,47,13,5,0,0,0,0
2021,Sandwell 014F,E01033886,1648,1399,249,26,11,3,19,3,5,11,51,46,48,19,1,4,2,0,0
2021,Sandwell 014G,E01033887,1530,1297,233,31,12,6,17,1,3,15,41,55,43,7,1,1,0,0,0
2021,Sandwell 015A,E01010066,1705,1307,398,45,14,13,31,6,17,33,83,59,62,29,3,3,0,0,0
2021,Sandwell 015B,E01010067,1761,1185,576,47,22,25,48,4,15,42,110,111,108,35,4,5,0,0,0
2021,Sandwell 015C,E01010068,1868,1639,229,23,8,5,23,2,11,19,47,36,40,7,1,4,3,0,0
2021,Sandwell 015D,E01010070,1772,1527,245,21,8,6,12,5,12,22,47,43,47,16,4,2,0,0,0
2021,Sandwell 015E,E01010075,1547,1168,379,34,26,11,34,8,13,36,86,52,52,22,2,3,0,0,0
2021,Sandwell 015F,E01010076,2064,1692,372,35,15,8,27,10,21,36,76,55,63,15,4,6,0,1,0
2021,Sandwell 016A,E01009976,2741,2183,558,45,15,20,44,11,19,47,124,99,103,23,4,3,1,0,0
2021,Sandwell 016B,E01009977,2024,1451,573,55,23,18,34,7,24,37,114,95,121,30,6,4,4,0,1
2021,Sandwell 016C,E01009979,2042,1392,650,94,57,14,57,29,14,19,71,103,138,33,3,18,0,0,0
2021,Sandwell 016D,E01009980,2344,1763,581,64,22,17,43,7,29,43,96,104,123,24,3,3,1,2,0
2021,Sandwell 016E,E01010069,2649,1774,875,65,68,35,62,20,41,67,217,109,140,35,8,6,2,0,0
2021,Sandwell 016F,E01010071,1767,1313,454,47,21,14,37,9,18,36,86,59,82,33,4,8,0,0,0
2021,Sandwell 017A,E01009947,2393,1788,605,69,52,22,51,8,19,37,114,85,111,28,0,7,2,0,0
2021,Sandwell 017B,E01009992,1802,1114,688,70,33,21,52,10,22,37,124,98,157,47,2,10,4,1,0
2021,Sandwell 017C,E01009993,1953,1411,542,49,25,18,39,6,20,38,92,87,119,34,6,9,0,0,0
2021,Sandwell 017D,E01010103,2235,1396,839,77,35,21,84,10,32,54,162,129,162,51,8,11,3,0,0
2021,Sandwell 017E,E01010104,1756,1115,641,51,24,23,73,14,20,40,82,74,168,67,2,3,0,0,0
2021,Sandwell 017F,E01010105,1656,793,863,55,49,20,101,16,30,49,194,127,165,31,4,20,1,1,0
2021,Sandwell 018A,E01009981,2068,1631,437,44,19,21,44,13,11,27,79,65,94,13,3,4,0,0,0
2021,Sandwell 018C,E01009985,1818,1218,600,83,28,23,60,7,30,33,96,83,111,28,5,10,2,0,1
2021,Sandwell 018F,E01033888,1520,907,613,44,36,26,60,9,29,62,119,80,112,31,4,1,0,0,0
2021,Sandwell 018G,E01033889,1949,1215,734,75,35,19,59,14,26,41,132,115,178,27,2,9,2,0,0
2021,Sandwell 019A,E01009986,1678,994,684,81,38,26,60,8,26,48,116,103,131,36,6,4,1,0,0
2021,Sandwell 019B,E01009987,1484,901,583,48,24,18,63,7,19,56,86,57,149,43,5,5,3,0,0
2021,Sandwell 019C,E01009989,1982,1236,746,53,28,28,70,10,34,33,149,105,161,55,2,12,6,0,0
2021,Sandwell 019D,E01010106,1913,993,920,82,52,40,84,11,45,47,178,140,165,66,4,6,0,0,0
2021,Sandwell 020A,E01009988,2830,1808,1022,91,40,31,64,10,48,49,170,178,260,62,8,8,3,0,0
2021,Sandwell 020B,E01010101,2058,1315,743,43,26,22,66,12,35,52,148,114,159,47,8,8,3,0,0
2021,Sandwell 020C,E01010102,1883,991,892,62,33,20,81,19,42,71,147,120,213,66,6,9,1,2,0
2021,Sandwell 020D,E01010107,2186,1237,949,70,55,34,96,9,42,70,160,136,205,64,1,7,0,0,0
2021,Sandwell 021A,E01010015,2030,1479,551,46,26,20,53,10,34,35,125,84,92,17,3,4,1,1,0
2021,Sandwell 021B,E01010016,1839,1257,582,85,29,24,52,14,15,43,130,73,87,26,0,4,0,0,0
2021,Sandwell 021C,E01010018,2442,1836,606,39,32,27,38,10,24,32,106,99,145,37,9,7,1,0,0
2021,Sandwell 021D,E01010072,2351,1701,650,80,15,23,54,12,20,55,127,95,127,37,4,1,0,0,0
2021,Sandwell 021E,E01010073,1663,1211,452,34,19,15,28,5,21,25,129,81,75,17,0,2,0,0,1
2021,Sandwell 022A,E01010077,1633,1452,181,25,7,4,16,5,12,13,25,31,31,12,0,0,0,0,0
2021,Sandwell 022B,E01010079,1492,1379,113,9,6,5,8,2,7,10,31,12,17,5,0,1,0,0,0
2021,Sandwell 022C,E01010080,1988,1580,408,42,25,20,26,9,19,22,88,62,77,14,2,0,2,0,0
2021,Sandwell 022D,E01010081,1560,1405,155,19,7,3,8,6,8,7,29,19,41,5,1,1,1,0,0
2021,Sandwell 022E,E01010082,2314,1967,347,35,19,18,32,6,11,23,83,33,72,11,1,2,1,0,0
2021,Sandwell 022F,E01010083,1869,1622,247,20,9,6,19,1,8,15,37,50,72,10,0,0,0,0,0
2021,Sandwell 022G,E01010084,1635,1305,330,28,19,8,37,6,6,13,67,55,73,15,1,2,0,0,0
2021,Sandwell 023A,E01010046,2941,1662,1279,139,77,43,112,24,54,122,232,186,236,40,7,6,1,0,0
2021,Sandwell 023B,E01010047,2152,1147,1005,85,47,55,88,27,42,83,175,147,173,63,5,12,2,1,0
2021,Sandwell 023C,E01010048,1869,652,1217,88,59,47,112,28,46,62,182,182,269,109,11,16,6,0,0
2021,Sandwell 023D,E01010049,1714,665,1049,79,39,28,81,15,24,68,179,148,262,94,17,12,2,1,0
2021,Sandwell 023E,E01010050,1737,889,848,63,39,35,78,12,29,61,165,140,158,51,4,9,4,0,0
2021,Sandwell 023F,E01010052,1483,853,630,70,27,19,55,16,26,49,88,80,134,56,5,4,1,0,0
2021,Sandwell 023G,E01010053,2272,1416,856,98,42,28,83,10,52,51,161,113,175,34,5,2,1,1,0
2021,Sandwell 024A,E01010017,1971,1319,652,48,22,19,42,15,35,31,129,125,141,33,9,1,2,0,0
2021,Sandwell 024B,E01010019,2001,1142,859,86,47,37,65,15,29,54,171,113,175,51,6,9,1,0,0
2021,Sandwell 024C,E01010020,2259,1619,640,60,32,22,68,11,34,48,135,96,100,19,7,5,3,0,0
2021,Sandwell 024D,E01010021,2026,1357,669,70,43,19,44,15,39,43,128,115,119,23,8,2,1,0,0
2021,Sandwell 025A,E01010039,2153,1881,272,38,21,10,19,3,5,11,50,45,57,10,1,2,0,0,0
2021,Sandwell 025B,E01010043,1401,1304,97,9,6,3,11,2,7,13,12,16,13,3,0,1,1,0,0
2021,Sandwell 025C,E01010044,1546,1370,176,23,20,8,15,1,7,7,17,16,51,9,0,2,0,0,0
2021,Sandwell 025D,E01010078,1220,1134,86,7,4,5,8,1,6,6,18,6,20,1,0,1,3,0,0
2021,Sandwell 027A,E01009934,1445,1169,276,27,18,15,23,3,17,13,39,49,52,15,3,2,0,0,0
2021,Sandwell 027B,E01009935,2371,1908,463,49,19,12,37,9,25,32,86,82,80,28,1,2,1,0,0
2021,Sandwell 027C,E01009936,1558,1392,166,23,4,7,43,4,4,12,27,17,24,1,0,0,0,0,0
2021,Sandwell 027D,E01010004,1867,1527,340,34,9,7,29,7,9,8,68,54,84,27,2,2,0,0,0
2021,Sandwell 028A,E01010054,2077,1250,827,72,38,34,70,26,38,49,124,118,180,58,9,8,2,1,0
2021,Sandwell 028B,E01010055,2014,1006,1008,106,65,45,101,17,36,62,139,114,234,72,9,8,0,0,0
2021,Sandwell 028C,E01010056,1888,1292,596,67,39,19,44,6,25,31,104,92,137,24,3,3,2,0,0
2021,Sandwell 028D,E01010057,2241,1094,1147,97,42,56,122,12,47,68,193,154,226,101,10,14,5,0,0
2021,Sandwell 028E,E01010060,2114,1081,1033,107,45,41,90,14,39,92,189,121,230,46,9,7,3,0,0
2021,Sandwell 029A,E01010038,1852,1720,132,10,10,5,15,1,7,7,24,18,28,6,0,1,0,0,0
2021,Sandwell 029B,E01010040,1427,1314,113,9,7,3,7,3,5,6,28,13,24,7,1,0,0,0,0
2021,Sandwell 029C,E01010041,1743,1589,154,17,5,5,18,2,8,12,30,13,26,7,10,1,0,0,0
2021,Sandwell 029D,E01010045,1702,1557,145,22,7,4,13,4,3,7,26,23,30,4,1,1,0,0,0
2021,Sandwell 030A,E01010000,1820,1503,317,46,17,7,36,13,16,19,48,44,57,7,4,0,3,0,0
2021,Sandwell 030B,E01010002,2197,1670,527,42,29,26,45,7,24,35,105,86,109,11,5,1,2,0,0
2021,Sandwell 030C,E01010003,1531,1151,380,35,16,10,23,4,14,23,53,73,99,22,5,0,2,1,0
2021,Sandwell 030D,E01010005,1643,1205,438,35,24,22,38,16,21,33,82,52,79,26,3,4,1,0,2
2021,Sandwell 030E,E01010006,1735,1396,339,35,19,17,23,6,23,19,76,49,57,12,0,3,0,0,0
2021,Sandwell 031A,E01009938,1835,1549,286,30,13,9,23,5,9,12,58,55,65,4,1,1,1,0,0
2021,Sandwell 031B,E01009943,1628,1261,367,33,18,18,34,12,14,21,72,46,69,18,6,5,1,0,0
2021,Sandwell 031C,E01009944,1846,1430,416,49,23,18,39,6,15,36,75,50,77,24,0,2,2,0,0
2021,Sandwell 031D,E01010051,1420,972,448,44,21,14,42,7,15,44,92,87,64,11,1,5,1,0,0
2021,Sandwell 031E,E01010058,1676,1254,422,47,31,23,29,5,15,25,68,64,91,19,2,3,0,0,0
2021,Sandwell 032A,E01009937,1631,1369,262,32,18,15,18,3,14,14,37,31,63,12,0,3,2,0,0
2021,Sandwell 032B,E01009939,1704,1422,282,20,20,8,21,7,10,25,58,38,55,14,2,3,0,1,0
2021,Sandwell 032C,E01009940,1537,1299,238,36,13,8,17,3,10,15,27,54,48,5,0,2,0,0,0
2021,Sandwell 032D,E01009941,1580,1249,331,27,17,14,30,7,14,25,59,60,67,6,2,3,0,0,0
2021,Sandwell 032E,E01009942,1754,1472,282,32,21,5,17,6,14,20,49,46,61,8,2,0,1,0,0
2021,Sandwell 033A,E01009929,1752,1569,183,21,11,2,19,1,5,10,31,34,40,5,4,0,0,0,0
2021,Sandwell 033B,E01009930,1559,1392,167,16,8,3,5,2,7,8,42,31,33,10,2,0,0,0,0
2021,Sandwell 033C,E01009931,2368,2187,181,19,5,3,19,3,16,24,33,20,26,10,3,0,0,0,0
2021,Sandwell 033D,E01009932,1598,1409,189,16,8,10,14,6,5,15,33,37,30,12,2,1,0,0,0
2021,Sandwell 033E,E01009999,1459,1166,293,24,13,10,35,2,11,16,63,50,53,13,1,2,0,0,0
2021,Sandwell 034A,E01009921,1781,1117,664,68,34,21,45,10,22,27,122,111,155,49,0,0,0,0,0
2021,Sandwell 034B,E01009922,1365,1105,260,20,11,7,21,5,15,9,79,43,39,9,0,2,0,0,0
2021,Sandwell 034C,E01009924,1420,1172,248,20,10,7,18,5,10,16,45,46,58,8,0,4,1,0,0
2021,Sandwell 034D,E01009925,1454,1244,210,35,5,2,19,2,10,22,61,23,23,6,1,1,0,0,0
2021,Sandwell 034E,E01009926,1406,1137,269,27,12,5,21,12,8,22,41,41,67,8,3,1,1,0,0
2021,Sandwell 034F,E01009927,1514,1057,457,43,19,12,38,9,21,24,80,87,95,22,4,3,0,0,0
2021,Sandwell 034G,E01009928,1731,1162,569,48,21,22,47,10,23,22,97,88,146,37,2,3,1,1,1
2021,Sandwell 035A,E01009933,1422,1276,146,17,9,1,10,2,9,16,26,26,26,2,2,0,0,0,0
2021,Sandwell 035B,E01009952,2187,1863,324,46,18,19,21,7,10,13,56,47,78,5,2,1,1,0,0
2021,Sandwell 035C,E01009955,2331,1864,467,55,29,13,40,8,21,29,106,48,104,9,1,4,0,0,0
2021,Sandwell 035D,E01009956,1642,1479,163,19,6,3,15,4,3,13,38,22,34,5,0,1,0,0,0
2021,Sandwell 035E,E01009959,1432,1383,49,4,2,1,5,3,6,0,12,9,6,0,0,1,0,0,0
2021,Sandwell 035F,E01010042,1877,1716,161,22,8,10,14,3,7,15,32,21,22,6,0,0,1,0,0
2021,Sandwell 036A,E01009923,1519,1262,257,19,11,10,16,0,11,18,52,35,73,11,1,0,0,0,0
2021,Sandwell 036B,E01010024,1588,1345,243,21,11,10,25,21,9,21,42,31,38,12,1,0,1,0,0
2021,Sandwell 036C,E01010026,1845,1547,298,29,19,10,24,3,10,27,66,47,45,11,4,2,1,0,0
2021,Sandwell 036D,E01010027,1619,1301,318,27,18,10,24,7,15,19,74,53,43,23,2,3,0,0,0
2021,Sandwell 037A,E01010001,1930,1639,291,29,16,8,27,5,10,10,61,41,65,16,2,1,0,0,0
2021,Sandwell 037B,E01010022,1577,1369,208,23,16,6,26,4,6,16,37,31,32,10,0,0,1,0,0
2021,Sandwell 037C,E01010023,1830,1541,289,31,18,5,41,3,12,22,62,33,58,4,0,0,0,0,0
2021,Sandwell 037D,E01010025,1740,1501,239,21,14,13,18,7,8,20,41,39,42,11,2,1,1,1,0
2021,Sandwell 037E,E01010028,1585,1368,217,28,5,8,13,4,8,12,47,33,38,16,1,3,1,0,0
2021,Sandwell 038A,E01009953,2094,1923,171,17,3,7,12,2,11,10,34,26,34,14,1,0,0,0,0
2021,Sandwell 038B,E01009954,1850,1758,92,19,5,4,5,0,2,6,16,20,13,1,0,1,0,0,0
2021,Sandwell 038C,E01009957,1849,1636,213,19,15,11,23,3,12,8,41,28,44,6,2,1,0,0,0
2021,Sandwell 038D,E01009958,1582,1514,68,10,4,3,7,3,3,2,13,14,9,0,0,0,0,0,0
2021,Sandwell 039A,E01009946,1811,1454,357,29,21,15,37,5,27,23,68,33,70,20,5,3,1,0,0
2021,Sandwell 039B,E01009948,1499,1245,254,22,16,7,14,5,6,26,46,39,56,9,3,4,1,0,0
2021,Sandwell 039C,E01009949,1614,1299,315,22,9,14,42,16,22,33,61,46,29,13,4,3,1,0,0
2021,Sandwell 039D,E01009950,1721,1440,281,29,16,17,25,3,12,20,54,32,50,20,1,1,1,0,0
2021,Sandwell 039E,E01009951,2267,1667,600,60,22,38,51,17,38,37,86,79,133,30,3,3,3,0,0
2021,Sandwell 039F,E01032592,1789,1518,271,28,19,13,26,10,10,16,45,34,51,15,1,3,0,0,0
2021,Sandwell 040A,E01010062,2283,1274,1009,97,62,23,68,19,50,55,157,156,247,47,18,8,2,0,0
2021,Sandwell 040D,E01010064,2169,1064,1105,95,44,36,87,25,44,61,180,199,239,74,8,11,2,0,0
2021,Sandwell 040B,E01033890,1477,759,718,79,39,32,61,22,29,44,106,105,155,39,4,1,1,1,0
2021,Sandwell 040C,E01033891,1668,697,971,107,54,49,112,20,33,43,142,136,235,35,2,3,0,0,0
2021,Sandwell 041D,E01010059,2289,1079,1210,84,69,54,131,25,47,65,199,181,291,55,4,4,1,0,0
2021,Sandwell 041B,E01010061,2041,1049,992,100,64,30,91,20,37,92,165,128,199,56,2,6,0,2,0
2021,Sandwell 041A,E01033892,2053,1046,1007,118,49,22,83,12,57,57,153,173,217,51,6,2,7,0,0
2021,Sandwell 041C,E01033893,1690,914,776,79,49,41,51,8,22,38,132,153,170,26,2,5,0,0,0
2021,Solihull 001A,E01010118,1217,1136,81,14,9,2,8,1,4,5,12,5,17,3,0,0,1,0,0
2021,Solihull 001B,E01010120,1254,1164,90,16,6,2,9,3,3,11,16,7,11,4,1,1,0,0,0
2021,Solihull 001C,E01010121,1538,1425,113,16,4,7,13,0,4,11,22,20,12,4,0,0,0,0,0
2021,Solihull 001D,E01010122,1427,1323,104,17,5,9,10,3,9,8,15,13,10,3,0,1,1,0,0
2021,Solihull 002A,E01010235,1478,1375,103,12,5,5,6,2,0,9,29,13,16,6,0,0,0,0,0
2021,Solihull 002B,E01010236,1418,1334,84,16,3,0,10,2,4,4,14,12,18,1,0,0,0,0,0
2021,Solihull 002C,E01010239,1554,1465,89,15,5,3,8,0,1,4,17,13,21,2,0,0,0,0,0
2021,Solihull 002D,E01010240,1387,1273,114,20,5,4,8,1,3,3,18,18,25,6,1,2,0,0,0
2021,Solihull 003A,E01010117,1454,1390,64,6,3,2,3,2,4,5,17,10,10,2,0,0,0,0,0
2021,Solihull 003B,E01010119,1537,1470,67,14,3,2,7,6,1,7,0,10,12,1,2,2,0,0,0
2021,Solihull 003C,E01010123,1515,1443,72,8,7,3,12,0,1,6,11,10,12,1,0,1,0,0,0
2021,Solihull 003D,E01010124,1518,1435,83,15,5,4,6,2,5,10,15,11,9,1,0,0,0,0,0
2021,Solihull 004A,E01010146,1689,1590,99,21,5,2,15,2,2,6,11,14,17,4,0,0,0,0,0
2021,Solihull 004B,E01010234,1806,1622,184,20,7,6,17,2,8,8,31,42,34,7,0,2,0,0,0
2021,Solihull 004C,E01010237,1861,1752,109,6,4,2,11,3,7,7,41,15,11,2,0,0,0,0,0
2021,Solihull 004D,E01010238,1394,1281,113,13,11,5,8,0,0,9,13,19,28,4,3,0,0,0,0
2021,Solihull 005A,E01010145,1673,1539,134,23,5,5,10,2,8,13,19,17,32,0,0,0,0,0,0
2021,Solihull 005B,E01010147,1600,1465,135,10,8,9,15,0,7,9,27,23,22,5,0,0,0,0,0
2021,Solihull 005C,E01010148,1846,1695,151,13,10,5,10,2,4,10,28,27,34,5,2,1,0,0,0
2021,Solihull 005D,E01010149,1536,1423,113,27,5,4,1,2,6,3,18,25,19,0,0,1,2,0,0
2021,Solihull 006A,E01010125,1881,1752,129,16,5,5,13,6,2,9,24,16,29,4,0,0,0,0,0
2021,Solihull 006B,E01010129,1647,1529,118,22,9,1,7,3,4,5,15,17,27,7,1,0,0,0,0
2021,Solihull 006C,E01010139,1086,1039,47,10,1,0,0,4,3,4,12,4,7,2,0,0,0,0,0
2021,Solihull 006D,E01010141,1311,1223,88,7,5,1,9,1,3,9,10,16,22,5,0,0,0,0,0
2021,Solihull 007A,E01010140,1462,1383,79,14,4,1,5,0,4,6,18,16,11,0,0,0,0,0,0
2021,Solihull 007B,E01010142,1492,1378,114,19,11,4,9,0,5,6,11,15,29,4,1,0,0,0,0
2021,Solihull 007C,E01010143,1616,1488,128,19,9,5,9,1,7,11,24,18,24,0,1,0,0,0,0
2021,Solihull 007D,E01010144,1727,1582,145,18,8,6,10,4,4,16,26,16,31,6,0,0,0,0,0
2021,Solihull 008A,E01010111,1450,1348,102,11,4,2,7,1,7,6,18,15,23,4,0,3,1,0,0
2021,Solihull 008B,E01010126,1453,1380,73,7,6,2,4,1,4,2,13,13,20,1,0,0,0,0,0
2021,Solihull 008C,E01010127,1851,1730,121,12,7,5,12,1,9,13,20,14,24,4,0,0,0,0,0
2021,Solihull 008D,E01010128,1494,1429,65,13,7,3,6,1,1,3,10,8,11,1,1,0,0,0,0
2021,Solihull 008E,E01010130,1852,1708,144,25,4,2,10,0,7,7,35,19,27,6,1,1,0,0,0
2021,Solihull 008F,E01010131,1484,1359,125,21,6,6,5,2,7,7,18,29,19,3,0,2,0,0,0
2021,Solihull 009A,E01010109,1660,1575,85,9,2,7,9,1,1,7,13,11,15,9,1,0,0,0,0
2021,Solihull 009B,E01010110,1596,1482,114,18,6,3,15,3,3,7,18,21,17,2,0,1,0,0,0
2021,Solihull 009C,E01010112,1566,1465,101,20,3,5,6,1,5,6,12,16,24,1,1,1,0,0,0
2021,Solihull 009D,E01010113,1348,1245,103,18,4,1,6,4,2,6,18,16,23,1,1,2,0,0,1
2021,Solihull 009E,E01010114,1892,1752,140,24,6,5,5,6,7,9,20,27,26,3,0,2,0,0,0
2021,Solihull 010A,E01010157,1437,1333,104,13,6,4,10,0,2,7,31,17,10,0,2,1,0,0,1
2021,Solihull 010B,E01010159,1452,1195,257,35,15,15,21,7,16,19,40,29,49,10,0,1,0,0,0
2021,Solihull 010C,E01010162,1553,1296,257,35,16,9,24,8,14,19,48,39,37,5,0,3,0,0,0
2021,Solihull 010D,E01010163,1520,1339,181,29,10,8,14,4,3,15,26,30,33,5,1,3,0,0,0
2021,Solihull 011A,E01010132,1540,1372,168,28,7,4,16,1,4,15,35,26,23,9,0,0,0,0,0
2021,Solihull 011B,E01010133,1703,1455,248,29,10,6,22,0,15,24,52,38,41,7,1,3,0,0,0
2021,Solihull 011C,E01010134,1478,1352,126,23,6,4,9,0,5,8,25,18,24,3,0,0,1,0,0
2021,Solihull 011D,E01010135,1523,1374,149,12,16,6,16,3,9,12,33,10,25,5,0,2,0,0,0
2021,Solihull 011E,E01010138,1407,1289,118,18,6,2,7,3,5,9,20,23,18,4,1,0,2,0,0
2021,Solihull 012A,E01010136,1270,1156,114,20,3,4,9,4,7,9,20,9,23,6,0,0,0,0,0
2021,Solihull 012B,E01010137,1378,1238,140,15,8,4,11,3,7,10,25,34,15,6,0,2,0,0,0
2021,Solihull 012C,E01010158,1559,1367,192,22,13,6,10,3,12,9,40,34,35,3,1,2,2,0,0
2021,Solihull 012D,E01010160,1486,1285,201,35,8,6,10,2,7,16,33,35,39,8,0,0,2,0,0
2021,Solihull 012E,E01010161,1574,1393,181,30,2,6,13,1,5,13,41,30,32,4,0,3,1,0,0
2021,Solihull 013A,E01010174,1686,1434,252,30,12,16,20,6,18,17,49,37,32,10,0,3,2,0,0
2021,Solihull 013B,E01010175,1723,1472,251,33,11,7,24,6,12,18,38,41,47,8,0,5,1,0,0
2021,Solihull 013C,E01010177,1343,1193,150,24,12,5,8,3,13,6,30,19,23,4,1,2,0,0,0
2021,Solihull 013D,E01010178,1946,1614,332,37,19,20,25,2,13,27,44,40,79,20,1,3,1,1,0
2021,Solihull 014A,E01010172,1575,1394,181,34,16,3,14,2,10,11,25,29,29,6,0,2,0,0,0
2021,Solihull 014B,E01010173,1426,1232,194,28,13,12,11,3,7,10,34,32,33,9,1,1,0,0,0
2021,Solihull 014C,E01010176,1407,1188,219,39,14,9,16,8,10,16,31,34,37,3,2,0,0,0,0
2021,Solihull 014D,E01010179,1575,1388,187,21,10,5,11,2,6,18,29,27,37,16,1,3,1,0,0
2021,Solihull 015A,E01010115,1556,1381,175,26,6,4,15,3,11,7,18,30,45,6,3,1,0,0,0
2021,Solihull 015B,E01010116,1371,1139,232,25,9,6,18,3,16,12,45,37,43,14,1,2,1,0,0
2021,Solihull 015C,E01010227,1884,1617,267,36,15,9,12,6,16,14,33,52,68,3,1,2,0,0,0
2021,Solihull 015D,E01010228,1612,1377,235,45,11,9,12,5,7,14,26,53,45,7,1,0,0,0,0
2021,Solihull 015E,E01010232,2194,1898,296,26,9,11,19,4,7,16,39,74,78,12,1,0,0,0,0
2021,Solihull 016A,E01010195,1595,1355,240,51,15,4,10,5,7,10,50,43,40,5,0,0,0,0,0
2021,Solihull 016B,E01010226,1741,1379,362,55,11,2,12,5,10,18,62,56,101,25,3,2,0,0,0
2021,Solihull 016C,E01010229,1598,1369,229,41,17,14,17,8,11,16,26,34,35,9,0,0,1,0,0
2021,Solihull 016D,E01010230,1822,1478,344,43,17,12,22,4,11,8,52,64,91,13,4,1,2,0,0
2021,Solihull 016E,E01010231,1674,1399,275,42,13,7,23,7,13,14,39,51,47,10,3,4,2,0,0
2021,Solihull 016F,E01010233,1947,1519,428,60,24,17,24,1,10,14,66,80,111,12,7,1,1,0,0
2021,Solihull 017A,E01010108,2169,2027,142,33,12,2,11,2,3,4,22,22,24,6,0,0,1,0,0
