date,geography,geography code,Age of arrival in the UK: Total: All usual residents; measures: Value,Age of arrival in the UK: Born in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 15 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years; measures: Value,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over; measures: Value
2021,Birmingham 030B,E01009411,1896,1372,524,46,24,20,39,5,20,42,106,85,104,26,5,1,0,0,1
2021,Birmingham 030C,E01009412,1789,1151,638,46,29,21,41,8,28,64,123,109,130,33,5,1,0,0,0
2021,Birmingham 030D,E01009413,1811,1142,669,60,39,30,79,15,28,55,108,93,125,32,2,0,2,0,1
2021,Birmingham 030E,E01009414,2355,1588,767,61,35,25,63,15,31,68,145,128,137,52,3,3,1,0,0
2021,Birmingham 031A,E01008998,1915,1319,596,55,40,27,53,8,26,44,99,93,123,24,1,1,2,0,0
2021,Birmingham 031B,E01008999,1586,1157,429,44,23,28,34,5,27,34,92,70,54,13,2,2,1,0,0
2021,Birmingham 031C,E01009000,1734,1125,609,38,15,20,47,10,19,41,102,109,178,22,2,5,1,0,0
2021,Birmingham 031D,E01009013,2019,1453,566,46,20,8,62,8,20,38,108,98,118,36,0,4,0,0,0
2021,Birmingham 031E,E01009400,1686,1205,481,56,10,14,42,10,21,55,85,64,87,25,6,6,0,0,0
2021,Birmingham 031F,E01009401,1853,1296,557,56,23,17,53,8,25,33,110,86,111,29,3,3,0,0,0
2021,Birmingham 031H,E01033630,1225,776,449,46,25,10,28,6,10,21,76,104,104,17,0,1,1,0,0
2021,Birmingham 031I,E01033646,1834,1187,647,34,31,13,42,12,27,54,145,116,131,35,5,0,2,0,0
2021,Birmingham 032A,E01009049,1642,987,655,53,39,26,80,26,32,48,123,73,122,21,2,5,4,0,1
2021,Birmingham 032B,E01009056,2252,1357,895,92,66,44,102,15,32,64,163,126,147,37,5,2,0,0,0
2021,Birmingham 032C,E01009263,1631,1058,573,63,27,22,61,11,26,46,110,82,88,35,0,2,0,0,0
2021,Birmingham 032D,E01009264,1831,1100,731,51,36,23,39,10,49,115,152,118,110,17,8,3,0,0,0
2021,Birmingham 032E,E01009265,1796,1047,749,61,28,17,76,21,47,52,157,114,113,51,2,5,5,0,0
2021,Birmingham 033A,E01009051,1817,943,874,91,43,32,91,21,36,59,126,115,172,73,4,7,3,1,0
2021,Birmingham 033B,E01009053,1630,878,752,120,60,29,61,14,35,40,115,120,124,27,4,2,1,0,0
2021,Birmingham 033C,E01009054,1639,949,690,66,40,15,69,21,44,70,150,81,99,20,6,8,0,0,1
2021,Birmingham 033D,E01009058,1978,1139,839,118,64,35,84,17,28,71,135,97,143,36,2,7,2,0,0
2021,Birmingham 033E,E01009061,1870,1022,848,94,58,28,79,14,42,74,180,94,137,34,3,8,3,0,0
2021,Birmingham 033F,E01009239,1473,893,580,58,47,27,55,9,28,42,95,77,108,32,0,2,0,0,0
2021,Birmingham 034A,E01009266,1782,841,941,117,37,35,92,11,31,68,151,131,200,59,2,5,0,2,0
2021,Birmingham 034B,E01009269,1475,622,853,81,48,33,65,13,48,43,125,110,204,63,6,4,10,0,0
2021,Birmingham 034C,E01009270,2009,1209,800,61,41,16,79,26,39,62,156,136,139,36,4,3,1,1,0
2021,Birmingham 034D,E01009271,1621,772,849,71,56,45,77,12,41,46,149,108,172,56,8,6,2,0,0
2021,Birmingham 034E,E01009273,1584,787,797,63,32,39,95,16,41,68,157,95,134,36,9,7,5,0,0
2021,Birmingham 035A,E01009050,2265,1246,1019,100,51,25,97,23,55,81,180,153,184,55,4,7,4,0,0
2021,Birmingham 035D,E01009057,1985,1150,835,85,50,32,71,15,39,62,155,117,148,45,8,4,3,1,0
2021,Birmingham 035E,E01009059,1792,1091,701,74,39,19,60,13,28,66,136,100,124,40,1,0,0,0,1
2021,Birmingham 035F,E01009060,1751,1034,717,91,43,20,65,12,25,54,102,111,153,37,2,0,1,1,0
2021,Birmingham 035H,E01034917,1669,973,696,69,34,23,61,17,37,47,129,102,140,26,3,7,1,0,0
2021,Birmingham 035I,E01034918,1737,934,803,88,45,27,86,32,65,59,139,94,134,24,2,7,0,0,1
2021,Birmingham 036A,E01009268,1472,834,638,40,43,35,80,19,50,50,119,79,84,25,5,3,5,1,0
2021,Birmingham 036B,E01009272,1393,828,565,61,45,19,47,10,15,42,87,80,127,23,3,5,1,0,0
2021,Birmingham 036C,E01009274,2064,1060,1004,89,54,46,83,20,37,61,180,181,196,49,0,6,2,0,0
2021,Birmingham 036D,E01009349,1662,870,792,64,34,31,57,17,19,58,182,110,163,46,7,2,1,0,1
2021,Birmingham 036E,E01009351,1724,814,910,76,40,34,80,22,46,51,163,114,216,57,2,5,4,0,0
2021,Birmingham 036F,E01009354,1558,778,780,61,42,32,67,11,27,44,133,114,169,72,5,3,0,0,0
2021,Birmingham 037A,E01008899,1294,721,573,62,22,13,52,25,26,52,101,74,110,26,1,9,0,0,0
2021,Birmingham 037C,E01008901,1808,1080,728,76,38,32,60,15,45,66,125,102,126,30,5,7,1,0,0
2021,Birmingham 037E,E01008916,1756,960,796,99,66,33,87,11,31,50,121,97,154,38,1,7,1,0,0
2021,Birmingham 037G,E01034919,1667,845,822,83,47,28,75,18,40,57,144,105,169,44,5,4,2,1,0
2021,Birmingham 037H,E01034920,1882,1052,830,120,38,48,77,14,49,63,134,105,146,30,1,5,0,0,0
2021,Birmingham 039A,E01009275,1789,940,849,80,54,32,62,9,39,71,179,115,156,41,7,2,1,0,1
2021,Birmingham 039B,E01009350,1632,870,762,61,53,44,70,14,35,55,117,104,157,41,6,4,0,0,1
2021,Birmingham 039C,E01009352,1806,1009,797,52,31,23,58,18,61,77,190,116,117,35,13,4,2,0,0
2021,Birmingham 039D,E01009353,1710,942,768,65,30,26,64,27,28,72,147,105,150,43,6,5,0,0,0
2021,Birmingham 039E,E01009355,1430,814,616,51,26,16,39,12,28,40,137,103,130,27,2,4,1,0,0
2021,Birmingham 039I,E01034921,1426,606,820,72,37,18,59,13,33,49,153,138,177,58,9,1,2,1,0
2021,Birmingham 039J,E01034922,1601,774,827,70,25,26,63,10,46,52,175,143,160,42,7,4,3,1,0
2021,Birmingham 040A,E01008905,1944,1112,832,90,45,34,80,15,27,87,162,101,138,42,4,4,1,1,1
2021,Birmingham 040B,E01008907,1801,1028,773,81,41,34,73,14,28,47,137,119,148,43,5,3,0,0,0
2021,Birmingham 040C,E01009047,1799,1037,762,61,47,29,69,18,46,53,138,108,147,32,4,7,2,1,0
2021,Birmingham 040D,E01009048,2049,1245,804,75,31,42,83,11,43,57,139,101,161,40,3,17,1,0,0
2021,Birmingham 040E,E01009062,1853,1013,840,109,46,29,61,16,34,65,146,123,165,40,3,3,0,0,0
2021,Birmingham 041D,E01008909,2126,1209,917,129,75,35,78,14,35,45,151,119,191,37,2,4,1,1,0
2021,Birmingham 041H,E01034923,1758,1049,709,78,45,25,67,10,36,43,131,118,114,34,2,5,0,1,0
2021,Birmingham 041I,E01034924,1556,807,749,92,63,26,99,25,36,58,111,83,112,36,4,4,0,0,0
2021,Birmingham 041J,E01034925,1685,916,769,68,42,15,67,11,44,41,160,123,160,29,3,4,0,0,2
2021,Birmingham 041K,E01034926,1540,894,646,73,37,21,67,12,39,41,99,103,110,36,3,5,0,0,0
2021,Birmingham 042A,E01009084,1983,1457,526,76,27,31,59,10,33,38,101,71,56,20,3,0,0,1,0
2021,Birmingham 042B,E01009085,2098,1471,627,86,41,29,64,14,51,54,124,74,63,12,4,8,2,0,1
2021,Birmingham 042C,E01009087,1794,1348,446,73,28,31,35,9,17,29,81,59,73,9,2,0,0,0,0
2021,Birmingham 042D,E01009089,1789,1359,430,70,33,20,31,8,18,41,85,48,60,12,2,1,1,0,0
2021,Birmingham 042E,E01009090,2150,1511,639,104,33,21,59,16,37,48,152,61,75,19,3,10,1,0,0
2021,Birmingham 043A,E01009201,1951,1183,768,122,49,39,60,13,37,40,124,102,147,23,4,5,2,1,0
2021,Birmingham 043B,E01009202,1784,1162,622,65,31,21,70,9,27,34,130,82,116,23,4,9,1,0,0
2021,Birmingham 043D,E01034927,1770,1023,747,93,50,33,74,7,34,40,107,111,160,27,5,5,1,0,0
2021,Birmingham 043E,E01034928,1505,731,774,125,73,34,38,14,29,28,93,123,184,21,4,7,1,0,0
2021,Birmingham 044A,E01009082,1515,1145,370,53,32,17,31,8,14,17,61,55,68,11,1,2,0,0,0
2021,Birmingham 044B,E01009086,2208,1504,704,77,50,30,69,13,36,68,126,87,121,18,6,2,1,0,0
2021,Birmingham 044C,E01009480,2092,1430,662,101,39,21,79,4,22,56,122,95,96,20,2,4,1,0,0
2021,Birmingham 044D,E01009481,2753,1737,1016,154,64,49,90,21,43,81,208,144,131,26,3,1,1,0,0
2021,Birmingham 044E,E01009486,2231,1363,868,118,52,21,67,14,38,69,172,134,137,38,3,3,2,0,0
2021,Birmingham 044F,E01009487,2195,1422,773,93,52,34,69,19,30,55,150,117,107,30,11,2,4,0,0
2021,Birmingham 045A,E01009088,1593,1348,245,35,14,10,27,3,15,23,43,32,34,9,0,0,0,0,0
2021,Birmingham 045B,E01009091,1679,1369,310,38,16,16,38,5,18,27,42,40,49,17,1,2,0,1,0
2021,Birmingham 045C,E01009305,1680,1456,224,36,11,8,23,5,5,5,32,47,40,11,0,0,1,0,0
2021,Birmingham 045D,E01009307,1560,1382,178,21,7,3,9,1,19,16,34,31,30,5,1,1,0,0,0
2021,Birmingham 045E,E01009309,1833,1577,256,27,16,10,17,4,8,16,48,55,50,3,0,0,2,0,0
2021,Birmingham 046A,E01009304,1847,1705,142,22,8,3,12,4,3,13,27,25,22,2,0,1,0,0,0
2021,Birmingham 046B,E01009306,1682,1501,181,22,10,6,14,2,5,8,19,43,47,3,1,0,1,0,0
2021,Birmingham 046C,E01009308,1895,1721,174,26,11,8,10,3,5,12,38,22,31,6,0,2,0,0,0
2021,Birmingham 046D,E01009310,1999,1814,185,19,8,3,13,1,11,8,36,38,37,7,3,1,0,0,0
2021,Birmingham 047A,E01009348,2098,1265,833,80,51,20,81,17,44,55,143,131,172,30,7,0,2,0,0
2021,Birmingham 047B,E01009358,2248,1268,980,101,50,39,91,16,45,50,177,163,199,40,3,4,2,0,0
2021,Birmingham 047C,E01009359,2066,1038,1028,78,45,23,68,19,54,69,197,179,215,70,5,5,1,0,0
2021,Birmingham 047D,E01009360,2784,1586,1198,123,51,39,116,22,63,78,227,176,250,45,3,5,0,0,0
2021,Birmingham 047E,E01009361,2189,1162,1027,97,41,30,80,16,51,72,190,145,224,72,6,3,0,0,0
2021,Birmingham 048A,E01009478,2115,1430,685,99,40,25,64,10,44,46,123,75,123,31,1,3,1,0,0
2021,Birmingham 048B,E01009479,2234,1372,862,116,40,29,77,22,42,65,143,117,150,34,16,9,2,0,0
2021,Birmingham 048C,E01009482,1746,1007,739,95,46,17,56,10,42,57,158,101,109,31,5,8,3,1,0
2021,Birmingham 048D,E01009484,1813,1068,745,91,45,26,65,16,36,58,130,88,136,48,1,4,1,0,0
2021,Birmingham 048E,E01009485,2050,1218,832,107,53,25,85,11,34,67,195,94,125,25,7,4,0,0,0
2021,Birmingham 049A,E01008906,1989,1114,875,120,44,27,85,12,28,59,170,112,172,32,4,10,0,0,0
2021,Birmingham 049B,E01008911,1942,1017,925,125,59,41,95,9,34,50,158,151,168,28,3,4,0,0,0
2021,Birmingham 049D,E01009347,1580,957,623,70,32,21,60,14,33,49,98,81,131,30,0,4,0,0,0
2021,Birmingham 049E,E01033559,1480,1044,436,33,5,15,22,5,31,41,102,110,58,14,0,0,0,0,0
2021,Birmingham 049F,E01033638,1968,1041,927,103,53,32,111,17,42,44,132,130,199,39,14,10,1,0,0
2021,Birmingham 050A,E01008910,1755,929,826,136,87,29,61,13,23,37,106,121,170,38,3,1,1,0,0
2021,Birmingham 050B,E01008913,2256,1168,1088,114,48,39,85,22,53,56,208,188,232,31,1,7,3,1,0
2021,Birmingham 050E,E01033561,2593,1722,871,94,39,33,87,16,86,83,168,127,95,37,3,3,0,0,0
2021,Birmingham 050F,E01033617,5668,3654,2014,281,137,85,173,31,159,283,424,238,179,22,0,2,0,0,0
2021,Birmingham 050G,E01034929,1583,815,768,76,32,24,73,12,41,28,120,147,187,20,3,4,1,0,0
2021,Birmingham 050H,E01034930,2226,1288,938,134,58,34,86,21,55,112,178,143,99,14,2,1,0,1,0
2021,Birmingham 051B,E01009483,2073,1178,895,124,54,33,62,19,39,59,165,111,172,36,9,8,3,1,0
2021,Birmingham 051C,E01009488,2558,1658,900,116,49,32,87,21,65,86,147,92,139,52,3,9,2,0,0
2021,Birmingham 051D,E01009489,2119,1218,901,125,61,27,75,13,44,53,184,112,143,43,10,5,6,0,0
2021,Birmingham 051E,E01009491,2201,1347,854,109,36,34,82,17,39,71,160,112,155,26,4,9,0,0,0
2021,Birmingham 051F,E01034931,1914,1033,881,119,74,49,83,21,43,63,160,92,127,41,2,5,1,0,1
2021,Birmingham 051G,E01034932,1528,921,607,86,24,22,56,27,25,41,109,95,88,24,3,3,2,1,1
2021,Birmingham 052B,E01009192,2776,1684,1092,126,76,45,101,29,54,100,203,124,163,50,15,6,0,0,0
2021,Birmingham 052D,E01009199,1443,815,628,74,46,15,58,7,32,33,114,103,122,16,3,5,0,0,0
2021,Birmingham 052E,E01009204,2167,1228,939,134,43,28,74,20,41,53,138,149,196,39,5,19,0,0,0
2021,Birmingham 052G,E01034933,1501,866,635,61,48,21,68,13,36,37,129,77,114,25,3,1,2,0,0
2021,Birmingham 052H,E01034934,1639,945,694,112,50,23,44,4,29,46,130,113,107,25,7,4,0,0,0
2021,Birmingham 053A,E01009151,2147,1166,981,118,59,44,89,25,30,79,188,117,180,42,3,1,6,0,0
2021,Birmingham 053B,E01009152,1943,1107,836,81,44,24,96,15,64,71,187,100,98,45,7,4,0,0,0
2021,Birmingham 053C,E01009153,2101,1154,947,95,39,29,84,16,56,61,187,144,190,39,2,4,1,0,0
2021,Birmingham 053D,E01009345,2100,1349,751,60,38,31,59,16,38,54,158,127,128,25,10,1,3,3,0
2021,Birmingham 053E,E01009346,1733,964,769,90,38,27,51,11,28,63,144,123,134,51,4,2,2,1,0
2021,Birmingham 054A,E01009092,1765,1411,354,47,18,15,23,2,12,18,61,75,70,9,0,3,1,0,0
2021,Birmingham 054B,E01009093,1730,1442,288,37,18,12,16,3,6,18,64,57,43,10,2,2,0,0,0
2021,Birmingham 054C,E01009094,1612,1205,407,56,24,10,37,5,13,24,72,61,81,20,2,2,0,0,0
2021,Birmingham 054D,E01009298,1633,1316,317,28,14,7,27,3,15,20,59,64,66,10,2,2,0,0,0
2021,Birmingham 054E,E01009311,1618,1281,337,53,21,12,27,5,10,18,71,64,47,9,0,0,0,0,0
2021,Birmingham 054F,E01009511,1682,1235,447,83,28,21,41,6,20,20,70,75,66,13,3,1,0,0,0
2021,Birmingham 055A,E01009475,2325,1531,794,113,49,45,63,10,29,62,166,103,111,26,7,9,1,0,0
2021,Birmingham 055B,E01009476,2102,1287,815,122,61,29,58,21,35,60,148,97,140,27,2,13,2,0,0
2021,Birmingham 055C,E01009477,1883,1256,627,95,46,26,52,12,27,35,115,83,110,22,0,4,0,0,0
2021,Birmingham 055D,E01009490,2162,1371,791,107,51,27,80,14,38,55,138,112,129,28,5,4,2,0,1
2021,Birmingham 055E,E01009492,2025,1305,720,92,44,25,66,15,41,58,135,84,127,25,4,4,0,0,0
2021,Birmingham 056A,E01009095,1839,1394,445,50,31,8,40,8,23,32,94,67,74,15,2,1,0,0,0
2021,Birmingham 056B,E01009507,1622,1207,415,38,22,19,43,8,22,34,85,54,64,18,4,3,0,0,1
2021,Birmingham 056C,E01009508,1647,1251,396,51,27,18,29,14,16,33,65,69,49,20,0,5,0,0,0
2021,Birmingham 056D,E01009509,2051,1334,717,82,63,47,63,5,48,43,141,89,109,20,0,4,1,2,0
2021,Birmingham 056E,E01009510,1751,1400,351,45,16,14,23,4,19,14,67,56,68,14,4,6,1,0,0
2021,Birmingham 057A,E01009297,1820,1612,208,30,7,5,23,7,11,12,32,23,51,6,0,1,0,0,0
2021,Birmingham 057B,E01009299,1582,1309,273,30,11,14,24,6,18,19,44,42,50,14,0,0,1,0,0
2021,Birmingham 057C,E01009300,1936,1533,403,52,16,17,27,6,9,31,77,67,81,11,0,7,2,0,0
2021,Birmingham 057D,E01009301,1670,1436,234,36,13,6,20,4,10,10,43,29,50,10,1,2,0,0,0
2021,Birmingham 057E,E01009303,1510,1325,185,17,16,2,14,3,9,11,55,27,25,5,1,0,0,0,0
2021,Birmingham 058A,E01009195,2757,1699,1058,145,65,30,97,20,41,65,203,148,176,40,9,10,7,2,0
2021,Birmingham 058C,E01009197,1922,1103,819,144,54,38,61,9,41,52,129,92,148,35,8,7,1,0,0
2021,Birmingham 058F,E01033649,2100,1154,946,150,77,52,109,16,34,57,122,102,159,57,3,7,0,0,1
2021,Birmingham 058G,E01034935,3406,1931,1475,255,125,60,107,22,56,91,240,174,258,65,10,6,4,2,0
2021,Birmingham 060A,E01009138,2218,1208,1010,101,66,36,117,20,42,74,180,130,171,63,1,6,3,0,0
2021,Birmingham 060B,E01009139,1600,928,672,73,36,30,49,14,36,46,109,85,140,41,7,5,1,0,0
2021,Birmingham 060C,E01009140,2198,1273,925,84,54,29,77,17,50,67,164,176,176,23,4,2,2,0,0
2021,Birmingham 060D,E01009145,1964,1070,894,79,57,27,87,19,44,63,137,159,170,32,8,9,3,0,0
2021,Birmingham 060E,E01009147,1905,1176,729,63,23,23,55,8,35,50,146,116,161,42,3,3,1,0,0
2021,Birmingham 062A,E01009512,2015,1657,358,51,20,8,35,5,16,31,59,55,65,12,1,0,0,0,0
2021,Birmingham 062B,E01009514,1731,1339,392,48,32,13,41,10,10,23,59,64,70,21,0,1,0,0,0
2021,Birmingham 062C,E01009516,1443,1162,281,38,22,14,18,9,10,20,50,43,46,8,0,3,0,0,0
2021,Birmingham 062D,E01009517,1993,1589,404,48,19,17,31,5,13,28,80,66,75,14,2,6,0,0,0
2021,Birmingham 063A,E01009325,1996,1243,753,127,48,29,58,22,40,51,128,103,120,22,4,0,1,0,0
2021,Birmingham 063D,E01009342,1822,1186,636,81,43,22,70,13,31,51,102,82,95,35,2,5,3,1,0
2021,Birmingham 063E,E01009343,1852,948,904,111,76,45,82,13,46,49,139,104,179,39,5,16,0,0,0
2021,Birmingham 063F,E01033642,3378,1858,1520,217,109,56,132,34,76,106,258,167,286,62,5,6,4,1,1
2021,Birmingham 064A,E01008986,1552,874,678,57,33,10,47,16,25,44,107,125,182,26,3,2,0,0,1
2021,Birmingham 064B,E01008987,1595,1039,556,54,22,17,43,6,29,65,97,79,107,30,4,2,1,0,0
2021,Birmingham 064C,E01008988,2075,1138,937,81,31,22,50,23,31,89,203,200,161,43,1,2,0,0,0
2021,Birmingham 064D,E01008989,1691,928,763,56,22,12,41,20,31,54,108,177,186,46,4,5,0,0,1
2021,Birmingham 064E,E01008990,1178,721,457,48,24,10,21,15,29,26,82,85,103,11,1,2,0,0,0
2021,Birmingham 064F,E01008991,1882,1150,732,84,43,32,51,13,39,40,100,132,161,26,3,3,3,2,0
2021,Birmingham 066A,E01008882,2055,1340,715,96,43,21,54,10,44,50,112,94,150,24,3,12,2,0,0
2021,Birmingham 066B,E01008896,1896,1366,530,74,47,33,33,9,17,28,86,72,112,15,3,0,1,0,0
2021,Birmingham 066C,E01008898,1787,1224,563,70,31,16,52,12,20,35,105,90,100,25,2,5,0,0,0
2021,Birmingham 066D,E01009326,2111,1270,841,112,78,33,64,18,49,55,139,99,138,44,0,10,1,1,0
2021,Birmingham 066E,E01009341,1650,982,668,91,27,23,62,11,31,29,105,115,147,18,6,2,1,0,0
2021,Birmingham 066F,E01009513,2088,1486,602,81,28,23,55,10,18,30,105,111,119,19,2,0,0,0,1
2021,Birmingham 067A,E01008881,1745,1250,495,65,30,12,53,17,29,32,96,56,82,15,3,3,2,0,0
2021,Birmingham 067B,E01008897,1978,1418,560,76,31,23,56,11,34,37,118,68,83,14,4,3,2,0,0
2021,Birmingham 067C,E01009515,1701,1325,376,50,23,10,21,5,25,29,76,70,56,6,1,1,2,0,1
2021,Birmingham 067D,E01009518,1738,1389,349,44,39,9,28,11,23,26,52,39,58,16,2,1,1,0,0
2021,Birmingham 067E,E01009521,1655,1361,294,30,17,11,27,9,19,22,59,42,40,16,0,0,2,0,0
2021,Birmingham 069A,E01009302,1464,1348,116,9,3,2,11,1,11,11,31,17,16,2,0,1,0,0,1
2021,Birmingham 069B,E01009314,1945,1640,305,37,19,13,24,4,17,28,42,58,54,7,1,1,0,0,0
2021,Birmingham 069C,E01009321,1964,1727,237,30,11,9,26,5,13,9,31,35,50,14,1,3,0,0,0
2021,Birmingham 069D,E01009322,1752,1429,323,36,14,16,30,5,13,16,40,55,77,12,5,4,0,0,0
2021,Birmingham 069E,E01009323,1832,1508,324,47,20,11,33,2,16,18,44,57,58,12,1,5,0,0,0
2021,Birmingham 070A,E01009329,2681,1434,1247,188,77,50,105,14,47,103,193,180,232,51,5,2,0,0,0
2021,Birmingham 070B,E01009334,1839,1041,798,84,46,49,80,24,43,61,156,88,119,38,1,7,2,0,0
2021,Birmingham 070C,E01009337,1979,1070,909,138,74,37,81,18,34,57,137,114,163,35,10,9,2,0,0
2021,Birmingham 070D,E01009338,1805,973,832,110,58,29,76,9,48,70,127,117,134,41,4,9,0,0,0
2021,Birmingham 070E,E01009380,1851,995,856,109,42,25,68,14,35,80,162,111,158,40,7,5,0,0,0
2021,Birmingham 071A,E01009362,1444,781,663,88,43,28,56,13,39,29,106,85,155,17,2,1,1,0,0
2021,Birmingham 071B,E01009363,1782,1143,639,66,24,17,49,16,42,49,121,107,102,39,1,4,1,1,0
2021,Birmingham 071C,E01009364,1655,943,712,96,52,23,66,19,39,56,107,90,139,20,3,1,1,0,0
2021,Birmingham 071D,E01009365,1854,991,863,137,59,31,64,14,31,65,126,99,175,43,7,8,3,1,0
2021,Birmingham 071E,E01009379,1900,972,928,135,46,29,73,11,41,47,156,128,184,43,8,22,4,1,0
2021,Birmingham 072A,E01009312,1588,1397,191,30,18,12,14,4,4,10,29,27,34,7,1,1,0,0,0
2021,Birmingham 072B,E01009324,1733,1571,162,32,7,6,11,1,4,11,35,24,29,2,0,0,0,0,0
2021,Birmingham 072C,E01009519,1460,1351,109,17,7,2,11,4,4,4,23,20,11,6,0,0,0,0,0
2021,Birmingham 072D,E01009520,1768,1525,243,40,14,8,27,0,8,20,48,18,48,6,2,1,2,1,0
2021,Birmingham 073A,E01009066,1938,1421,517,56,33,13,50,13,30,42,80,78,87,23,4,2,5,1,0
2021,Birmingham 073B,E01009070,1627,1325,302,48,16,6,17,9,11,15,49,56,56,16,1,1,0,1,0
2021,Birmingham 073C,E01009252,1626,1263,363,50,16,14,27,6,9,19,55,59,93,12,1,2,0,0,0
2021,Birmingham 073D,E01009260,1593,1067,526,49,27,19,63,5,33,29,87,102,78,20,6,4,4,0,0
2021,Birmingham 073E,E01009261,1747,1291,456,47,27,15,38,8,22,31,83,68,93,21,1,0,1,1,0
2021,Birmingham 074A,E01008984,1705,906,799,72,35,26,54,18,38,48,117,141,195,35,12,3,2,0,3
2021,Birmingham 074B,E01008994,1586,1021,565,51,23,12,21,6,22,41,128,98,130,29,2,2,0,0,0
2021,Birmingham 074C,E01008996,1881,1031,850,78,47,39,72,24,36,40,150,131,159,59,10,5,0,0,0
2021,Birmingham 074D,E01008997,1539,1023,516,65,29,15,38,10,24,36,85,79,100,21,1,12,1,0,0
2021,Birmingham 075A,E01009065,1634,1303,331,51,14,10,22,13,13,22,42,47,78,17,2,0,0,0,0
2021,Birmingham 075B,E01009067,1503,1261,242,43,12,4,11,0,9,5,40,48,55,8,2,5,0,0,0
2021,Birmingham 075C,E01009068,1586,1167,419,60,19,14,18,6,23,16,66,81,106,8,1,1,0,0,0
2021,Birmingham 075D,E01009069,1642,1283,359,51,15,7,23,3,20,18,49,75,92,6,0,0,0,0,0
2021,Birmingham 075E,E01009072,1777,1421,356,39,22,12,19,6,15,35,56,55,83,9,0,5,0,0,0
2021,Birmingham 076A,E01008885,1352,1081,271,34,19,10,26,9,12,12,46,38,53,11,0,1,0,0,0
2021,Birmingham 076B,E01008886,1597,1249,348,53,25,14,21,8,8,22,60,45,78,12,0,2,0,0,0
2021,Birmingham 076C,E01008888,1644,1448,196,25,22,4,13,2,6,15,33,19,51,6,0,0,0,0,0
2021,Birmingham 076D,E01009313,1660,1383,277,30,12,16,19,6,18,24,55,39,42,9,3,2,2,0,0
2021,Birmingham 077A,E01009368,1521,894,627,87,48,27,48,15,35,36,114,69,111,26,3,6,2,0,0
2021,Birmingham 077D,E01009371,1946,1114,832,103,40,27,84,12,38,67,132,112,163,42,5,7,0,0,0
2021,Birmingham 077E,E01009397,1774,1001,773,106,49,23,67,19,38,61,139,85,136,36,4,8,2,0,0
2021,Birmingham 077F,E01033650,2832,1657,1175,120,62,27,114,18,55,123,227,153,202,45,11,15,3,0,0
2021,Birmingham 078A,E01008883,1998,1363,635,79,45,24,52,15,30,37,130,73,113,24,9,3,1,0,0
2021,Birmingham 078B,E01008884,2210,1318,892,132,54,27,63,11,34,56,135,121,198,46,3,9,1,2,0
2021,Birmingham 078C,E01008887,1731,1301,430,55,22,22,40,7,17,22,96,66,70,12,1,0,0,0,0
2021,Birmingham 078D,E01008889,1790,1210,580,62,36,20,47,15,32,33,123,75,105,25,3,2,2,0,0
2021,Birmingham 079A,E01008982,1676,919,757,75,23,26,65,11,34,39,118,149,188,24,0,5,0,0,0
2021,Birmingham 079C,E01008992,1687,1127,560,68,25,8,24,17,25,51,115,101,102,16,1,3,2,2,0
2021,Birmingham 079E,E01009283,1766,1255,511,57,23,9,16,5,35,61,91,101,96,9,5,2,1,0,0
2021,Birmingham 079G,E01034936,2703,2140,563,99,23,14,33,8,55,75,78,72,86,16,1,2,1,0,0
2021,Birmingham 079H,E01034937,2443,1502,941,76,32,12,46,6,116,150,265,139,87,9,1,1,1,0,0
2021,Birmingham 080A,E01009249,1596,1297,299,44,26,4,30,6,9,24,47,45,52,12,0,0,0,0,0
2021,Birmingham 080B,E01009250,1715,1472,243,31,12,6,18,6,10,23,45,33,46,12,1,0,0,0,0
2021,Birmingham 080C,E01009251,1494,1226,268,34,11,8,15,4,14,12,66,50,45,5,3,0,1,0,0
2021,Birmingham 080D,E01009253,1603,1304,299,39,19,11,24,13,8,16,48,38,63,14,1,5,0,0,0
2021,Birmingham 080E,E01009255,1543,1195,348,39,25,9,32,5,15,26,43,53,77,15,2,6,1,0,0
2021,Birmingham 080F,E01009257,1625,1262,363,49,27,10,39,3,14,20,56,65,64,8,1,7,0,0,0
